ID	SCT_ID	SCT_FSN	Laterality_ID	Laterality	Short_Code	Multi_Factor	Status	Deprecate_Reason	Diagnostic	Interventional	Substitute	Preferred	Synonym1	Synonym2	Synonym3
195	183371000000105	CT arthrogram of subtalar joint			CJSTL		I	S	Y	N	CJSTL	CT Arthrogram Sub-Talar Lt	Sub-Talar CT Arthrogram Lt		
196	419925009	Computed tomography arthrography of subtalar joint (procedure)	24028007	Right (qualifier value)	CJSTR	1	I	X	Y	N	CJSTR	CT Arthrogram subtalar Rt	Subtalar CT arthrogram Rt	Hindfoot arthrogram CT Rt	
197	183371000000105	CT arthrogram of subtalar joint			CJSTR		I	S	Y	N	CJSTR	CT Arthrogram Sub-Talar Rt	Sub-Talar CT Arthrogram Rt		
198	419233000	Computed tomography arthrography of temporomandibular joint (procedure)	51440002	Right and left (qualifier value)	CJTMB	2	I	X	Y	N	CJTMB	CT Arthrogram temporomandibular Jt Both	Temporomandibular Jt CT arthrogram Both	TMJ CT arthrogram Both	
199	183391000000109	CT arthrogram of temporomandibular joint			CJTML		I	S	Y	N	CJTML	CT Arthrogram Temporo-Mandibular Jnt Lt	Temporo-Mandibular Jnt CT Arthrogram Lt	TMJ CT Arthrogram Lt	
200	419233000	Computed tomography arthrography of temporomandibular joint (procedure)	7771000	Left (qualifier value)	CJTML	1	I	X	Y	N	CJTML	CT Arthrogram temporomandibular joint Lt	Temporomandibular Jt CT arthrogram Lt	TMJ CT arthrogram Lt	
201	183391000000109	CT arthrogram of temporomandibular joint			CJTMR		I	S	Y	N	CJTMR	CT Arthrogram Temporo-Mandibular Jnt Rt	Temporo-Mandibular Jnt CT Arthrogram Rt	TMJ CT Arthrogram Rt	
202	419233000	Computed tomography arthrography of temporomandibular joint (procedure)	24028007	Right (qualifier value)	CJTMR	1	I	X	Y	N	CJTMR	CT Arthrogram temporomandibular joint Rt	Temporomandibular Jt CT arthrogram Rt	TMJ CT arthrogram Rt	
203	241585007	Computed tomography arthrogram of wrist (procedure)	51440002	Right and left (qualifier value)	CJWRB	2	I	X	Y	N	CJWRB	CT Arthrogram wrist Both	Wrist CT arthrogram Both		
204	241585007	Computed tomography arthrogram of wrist (procedure)	7771000	Left (qualifier value)	CJWRL	1	I	X	Y	N	CJWRL	CT Arthrogram wrist Lt	Wrist CT arthrogram Lt		
205	241585007	Computed tomography arthrogram of wrist (procedure)	24028007	Right (qualifier value)	CJWRR	1	I	X	Y	N	CJWRR	CT Arthrogram wrist Rt	Wrist CT arthrogram Rt		
206	55501000	Computerized axial tomography of kidney (procedure)	51440002	Right and left (qualifier value)	CKIDB	2	A		Y	N		CT Renal Both	Kidney CT Both	Renal CT Both	CT Kidney Both
207	55501000	CT of kidney			CKIDBC	1	I	X	Y	N	CKIDBC	CT Renal with contrast Both	Kidney CT with contrast Both	Renal CT with contrast Both	CT Kidney with contrast Both
208	55501000	CT of kidney			CKIDC		I	L	Y	N	CKIDBC	CT Renal With Contrast			
209	241573004	Computed tomography of knee (procedure)	51440002	Right and left (qualifier value)	CKNEB	2	A		Y	N		CT Knee Both	Knee CT Both		
210	241573004	Computed tomography of knee (procedure)	7771000	Left (qualifier value)	CKNEL	1	I	X	Y	N	CKNEL	CT Knee Lt	Knee CT Lt		
211	241573004	Computed tomography of knee (procedure)	24028007	Right (qualifier value)	CKNER	1	I	X	Y	N	CKNER	CT Knee Rt	Knee CT Rt		
212	241536002	CT of larynx			CLARC		I	L	Y	N	CLARYC	CT Larynx With Contrast			
213	241536002	Computed tomography of larynx (procedure)			CLARY	1	A		Y	N		CT Larynx	Larynx CT		
214	241536002	CT of larynx			CLARYC	1	I	X	Y	N	CLARYC	CT Larynx with contrast	Larynx CT with contrast		
215	241549007	CT of liver			CLIVC		I	L	Y	N	CLIVEC	CT Liver with contrast			
216	241549007	Computed tomography of liver (procedure)			CLIVE	1	A		Y	N		CT Liver	Liver CT		
217	193581000000102	CT and biopsy of liver			CLIVEB		I	S	Y	N	CLIVEB	CT Guided Biopsy Liver	Liver Biopsy CT Guided	Biopsy Liver CT Guided	
218	418749009	Computed tomography and biopsy of liver (procedure)			CLIVEB	1	A		Y	N		CT Guided biopsy liver	Liver biopsy CT guided	Biopsy liver CT guided	
219	241549007	CT of liver			CLIVEC	1	I	X	Y	N	CLIVEC	CT Liver with contrast	Liver CT with contrast		
220	241549007	CT of liver			CLIVP	1	I	X	Y	N	CLIVP	CT Liver portogram	Portogram CT		
221	241549007	CT of liver			CLIVT	1	I	X	Y	N	CLIVT	CT Liver triple phase	Liver triple phase CT		
222	241570001	CT of lower limb			CLLBC		I	L	Y	N	CLLIBC	CT Lower limbs with contrast			
223	241570001	CT of lower limb			CLLIBC	2	I	X	Y	N	CLLIBC	CT Lower limb with contrast Both	Lower limb CT with contrast Both		
224	241574005	CT of lower leg			CLLLC		I	L	Y	N	CLOLLC	CT Lower Leg With Contrast Lt	Lower limb CT with contrast Lt		
225	241574005	CT of lower leg			CLLRC		I	L	Y	N	CLOLRC	CT Lower Leg With Contrast Rt	Lower limb CT with contrast Rt		
226	241549007	CT of liver			CLMAAA	1	I	X	N	Y	CLMAAA	CT Liver lesion ablation	Liver lesion ablation CT guided	Ablation liver lesion CT guided	
227	241549007	CT of liver			CLMAAE		I	L	N	Y	CLMAEA	CT Liver Lesion Ablation (Ethanol)			
228	241549007	CT of liver			CLMAEA	1	I	X	N	Y	CLMAEA	CT Liver lesion ablation ethanol			
229	241549007	CT of liver			CLMAFA	1	I	X	N	Y	CLMAFA	CT Liver lesion ablation RF			
230	241549007	CT of liver			CLMASA	1	I	X	N	Y	CLMASA	CT Liver lesion ablation laser			
231	241574005	Computed tomography of lower leg (procedure)	51440002	Right and left (qualifier value)	CLOLB	2	A		Y	N		CT Lower leg Both	Lower leg CT Both		
232	241574005	CT of lower leg			CLOLBC	2	I	X	Y	N	CLOLBC	CT Lower leg with contrast Both	Lower leg CT with contrast Both		
233	241574005	Computed tomography of lower leg (procedure)	7771000	Left (qualifier value)	CLOLL	1	A		Y	N		CT Lower leg Lt	Lower leg CT Lt		
234	241574005	CT of lower leg			CLOLLC	1	I	X	Y	N	CLOLLC	CT Lower leg with contrast Lt	Lower leg CT with contrast Lt		
235	241574005	Computed tomography of lower leg (procedure)	24028007	Right (qualifier value)	CLOLR	1	A		Y	N		CT Lower leg Rt	Lower leg CT Rt		
236	241574005	CT of lower leg			CLOLRC	1	I	X	Y	N	CLOLRC	CT Lower leg with contrast Rt	Lower leg CT with contrast Rt		
237	183871000000101	CT leg length measurement			CLONG		I	S	Y	N	CLONG	CT Long Leg Measurement	Long Leg Measurement CT		
238	419102009	Computed tomography leg length measurement (procedure)			CLONG	1	I	X	Y	N	CLONG	CT Leg length measurement	Leg length measurement CT		
239	241577003	CT of spine			CLSFJJ	1	I	X	N	Y	CLSFJJ	CT Facet joint injection lumbar	Lumbar facet joint injection CT		
240	241580002	CT of lumbar spine			CLSPC		I	L	Y	N	CLSPNC	CT Spine Lumbar With Contrast			
241	77477000	Computerised tomography			CLSPDC	1	I	X	Y	N	CLSPDC	CT Spine lumbar discogram	Lumbar discogram CT		
242	241580002	Computed tomography of lumbar spine (procedure)			CLSPN	1	A		Y	N		CT Spine lumbar	Lumbar spine CT		
243	241580002	CT of lumbar spine			CLSPNC	1	I	X	Y	N	CLSPNC	CT Spine lumbar with contrast	Lumbar spine CT with contrast		
244	241592002	Computed tomography myelogram of lumbar region (procedure)			CLSPNT	1	A		Y	N		CT Spine lumbar myelogram	Lumbar myelogram CT	Myelogram lumbar CT	
245	418787001	CT and biopsy of chest			CLUNGB	1	I	X	Y	N	CLUNGB	CT Guided biopsy lung	Lung biopsy CT guided	Biopsy lung CT guided	
246	184011000000101	CT of mandible			CMAND		I	S	Y	N	CMAND	CT Mandible	Mandible CT		
247	419978008	Computed tomography of mandible (procedure)			CMAND	1	A		Y	N		CT Mandible	Mandible CT		
248	193481000000103	CT of mastoid			CMAST		I	L	Y	N	CMSTB	CT Mastoids	Mastoids CT	Mastoids CT	
249	241543008	CT of mediastinum			CMEDC		I	L	Y	N	CMEDIC	CT Mediastinum with contrast	Mediastinum CT with contrast		
250	241543008	CT of mediastinum			CMEDIC	1	I	X	Y	N	CMEDIC	CT Mediastinum with contrast	Mediastinum CT with contrast		
251	241543008	Computed tomography of mediastinum (procedure)			CMEDM	1	A		Y	N		CT Mediastinum	Mediastinum CT		
252	241576007	CT of foot			CMFOB	1	I	X	Y	N	CMFOB	CT Midfoot Both	Midfoot CT Both		
253	241576007	CT of foot			CMFOL	1	I	X	Y	N	CMFOL	CT Midfoot Lt	Midfoot CT Lt		
254	241576007	CT of foot			CMFOR	1	I	X	Y	N	CMFOR	CT Midfoot Rt	Midfoot CT Rt		
255	241521000	CT of Internal auditory meatus			CMIDE	1	I	X	Y	N	CMIDE	CT Middle ear	Middle ear CT		
256	363680008	radiographic imaging procedure			CMIPY		I	X	Y	N	CMIPY	CT Maximum intensity projection study	MIP study CT	CT MIP	
257	77477000	Computerised tomography			CMIPY	1	I	X	Y	N	CMIPY	CT Maximum intensity projection study			
258	419381009	Computed tomography of mastoid (procedure)	51440002	Right and left (qualifier value)	CMSTB	1	A		Y	N		CT Mastoid Both	Mastoid CT Both	Mastoids CT	
259	241547009	CT of heart			CMUGA	1	I	X	Y	N	CMUGA	CT Cardiac multiple gated acquisition	MUGA CT	CT MUGA	
260	77477000	Computerised tomography			CNCAC	1	I	X	Y	N	CNCAC	CT Neck & thorax & abdomen & contrast	CT Neck & chest & abdomen & contrast	Neck & chest & abdomen CT & contrast	
261	363680008	radiographic imaging procedure			CNCAC		I	X	Y	N	CNCAC	CT Neck/thorax/abdomen with contrast			
262	418332004	Computerized tomography of neck, thorax, abdomen and pelvis (procedure)			CNCAP	1	I	K	Y	N	CNCAP	CT Neck thorax abdomen and pelvis	CT Neck chest and abdomen pelvis	Neck chest abdomen and pelvis CT	
263	183991000000108	CT of neck, thorax, abdomen and pelvis			CNCAP		I	S	Y	N	CNCAP	CT Neck/Thorax/Abdo/Pelvis	Neck/Thorax/Abdo/Pelvis CT		
264	418332004	CT of neck, thorax, abdomen and pelvis			CNCAPC	1	I	X	Y	N	CNCAPC	CT Neck & thorax & abdo & pelvis & cont	CT Neck & chest & abdo & pelvis & cont		
265	77477000	Computerised tomography			CNCHA	1	I	X	Y	N	CNCHA	CT Neck & thorax & abdomen	CT Neck & chest & abdomen	Neck & chest & abdomen CT	
266	363680008	radiographic imaging procedure			CNCHA		I	X	Y	N	CNCHA	CT Neck/thorax/abdomen	Neck/thorax/abdomen CT		
267	183991000000108	CT of neck, thorax, abdomen and pelvis			CNCPC		I	L	Y	N	CNCAPC	CT Neck/thorax/abdo/pelvis with contrast			
268	169068008	CT of neck			CNECC		I	L	Y	N	CNECKC	CT Neck With Contrast			
269	77477000	Computerised tomography			CNECH	2	I	X	Y	N	CNECH	CT Neck & thorax	CT Neck & chest		
270	77477000	Computerised tomography			CNECHC	2	I	X	Y	N	CNECHC	CT Neck & thorax with contrast	CT Neck & chest with contrast		
271	169068008	Computed tomography of neck (procedure)			CNECK	1	A		Y	N		CT Neck	Neck CT		
272	193501000000107	CT and biopsy of neck			CNECKB		I	S	Y	N	CNECKB	CT Guided Biopsy Neck	Neck Biopsy CT Guided	Biopsy Neck CT Guided	
273	420036006	Computed tomography and biopsy of neck (procedure)			CNECKB	1	A		Y	N		CT Guided biopsy neck	Neck biopsy CT guided	Biopsy neck CT guided	
274	169068008	CT of neck			CNECKC	1	I	X	Y	N	CNECKC	CT Neck with contrast	Neck CT with contrast		
275	193491000000101	CT and aspiration of neck			CNECKN		I	S	Y	Y	CNECKN	CT Guided Aspiration Neck	Neck Aspiration CT Guided	Aspiration Neck CT Guided	
276	418625000	CT and aspiration of neck			CNECKN	1	I	X	N	Y	CNECKN	CT Guided aspiration neck	Neck aspiration CT guided	Aspiration neck CT guided	
277	55501000	CT of kidney			CNEPBD	2	I	X	N	Y	CNEPBD	CT Guided nephrostomy Both	Nephrostomy CT guided Both		
278	55501000	CT of kidney			CNEPLD	1	I	X	N	Y	CNEPLD	CT Guided nephrostomy Lt	Nephrostomy CT guided Lt		
279	55501000	CT of kidney			CNEPRD	1	I	X	N	Y	CNEPRD	CT Guided nephrostomy Rt	Nephrostomy CT guided Rt		
280	169068008	CT of neck			CNEWC		R	I	Y	N		CT Neck with & without contrast			
281	363680008	radiographic imaging procedure			COOAAA		I	X	N	Y	COOAAA	CT Osteoid osteoma ablation	Osteoid osteoma ablation CT		
282	77477000	Computerised tomography			COOAAA	1	I	X	N	Y	COOAAA	CT Osteoid osteoma ablation			
283	363680008	radiographic imaging procedure			COOAAE		I	L	N	Y	COOAEA	CT Osteoid Osteoma Ablation (Ethanol)			
284	77477000	Computerised tomography			COOAEA	1	I	X	N	Y	COOAEA	CT Osteoid osteoma ablation ethanol			
285	363680008	radiographic imaging procedure			COOAFA		I	X	N	Y	COOAFA	CT Osteoid osteoma ablation (RF)			
286	77477000	Computerised tomography			COOAFA	1	I	X	N	Y	COOAFA	CT Osteoid osteoma ablation RF			
287	241520004	Computed tomography of orbits (procedure)	51440002	Right and left (qualifier value)	CORBB	1	A		Y	N		CT Orbit Both	Orbit CT Both	Orbits CT	
288	241520004	CT of orbits			CORBBC	1	I	X	Y	N	CORBBC	CT Orbit with contrast Both	Orbit CT with contrast Both		
289	241520004	CT of orbits			CORBC		I	L	Y	N	CORBBC	CT Orbits with contrast			
290	241520004	CT of orbits			CORBS		I	L	Y	N	CORBB	CT Orbits	Orbits CT		
291	241551006	CT of pancreas			CPANC		I	L	Y	N	CPANSC	CT Pancreas with contrast			
292	193521000000103	CT and biopsy of pancreas			CPANCB		I	S	Y	N	CPANCB	CT Guided Biopsy Pancreas	Pancreas Biopsy CT Guided	Biopsy Pancreas CT Guided	
293	420027007	Computed tomography and biopsy of pancreas (procedure)			CPANCB	1	A		Y	N		CT Guided biopsy pancreas	Pancreas biopsy CT guided	Biopsy pancreas CT guided	
294	193541000000105	CT and aspiration of pancreas			CPANCN		I	S	Y	Y	CPANCN	CT Guided Aspiration Pancreas	Pancreas Aspiration CT Guided	Aspiration Pancreas CT Guided	
295	418308006	CT and aspiration of pancreas			CPANCN	1	I	X	N	Y	CPANCN	CT Guided aspiration pancreas	Pancreas aspiration CT guided	Aspiration pancreas CT guided	
296	241551006	Computed tomography of pancreas (procedure)			CPANS	1	A		Y	N		CT Pancreas	Pancreas CT		
297	241551006	CT of pancreas			CPANSC	1	I	X	Y	N	CPANSC	CT Pancreas with contrast	Pancreas CT with contrast		
298	169071000	CT of pelvis			CPELC		I	L	Y	N	CPELVC	CT Pelvis With Contrast			
299	169071000	Computed tomography of pelvis (procedure)			CPELV	1	A		Y	N		CT Pelvis	Pelvis CT		
300	183101000000104	CT and biopsy of pelvis			CPELVB		I	S	Y	N	CPELVB	CT Guided Biopsy Pelvis	Pelvis Biopsy CT Guided	Biopsy Pelvis CT Guided	
301	419341002	Computed tomography and biopsy of pelvis (procedure)			CPELVB	1	A		Y	N		CT Guided biopsy pelvis	Pelvis biopsy CT guided	Biopsy pelvis CT guided	
302	169071000	CT of pelvis			CPELVC	1	I	X	Y	N	CPELVC	CT Pelvis with contrast	Pelvis CT with contrast		
303	77477000	Computerised tomography			CPELVD	1	I	X	N	Y	CPELVD	CT Guided drainage pelvis	Drainage pelvis CT guided	Pelvis drainage CT guided	
304	363680008	radiographic imaging procedure			CPELVD		I	X	N	Y	CPELVD	CT Pelvis & drainage	Drainage pelvis CT		
305	183091000000107	CT and aspiration of pelvis			CPELVN		I	S	Y	Y	CPELVN	CT Guided Aspiration Pelvis	Pelvis Aspiration CT Guided	Aspiration Pelvis CT Guided	
306	419520007	CT and aspiration of pelvis			CPELVN	1	I	X	N	Y	CPELVN	CT Guided aspiration pelvis	Pelvis aspiration CT guided	Aspiration pelvis CT guided	
307	241522007	CT of petrous bones			CPETR		I	L	Y	N	CPTRS	CT Petrous bones	Petrous bones CT		
308	169071000	CT of pelvis			CPEWC		R	I	Y	N		CT Pelvis with & without contrast			
309	241518002	CT of posterior fossa			CPFIC		I	L	Y	N	CPOSFC	CT Posterior Fossa With Contrast			
310	241519005	CT of pituitary gland			CPITC		I	L	Y	N	CPITFC	CT Pituitary With Contrast			
311	241519005	Computed tomography of pituitary fossa (procedure)			CPITF	1	A		Y	N		CT Pituitary	Pituitary CT		
312	241519005	CT of pituitary gland			CPITFC	1	I	X	Y	N	CPITFC	CT Pituitary with contrast	Pituitary CT with contrast		
313	241527001	CT of nasopharynx			CPNAC		I	L	Y	N	CPNASC	CT Post nasal space with contrast			
314	241527001	Computed tomography of nasopharynx (procedure)			CPNAS	1	A		Y	N		CT Post nasal space	Post nasal space CT	PNS CT	
315	241527001	CT of nasopharynx			CPNASC	1	I	X	Y	N	CPNASC	CT Post nasal space with contrast	Post nasal space CT with contrast	PNS CT with contrast	
316	241518002	Computed tomography of posterior fossa (procedure)			CPOSF	1	A		Y	N		CT Posterior fossa	Post fossa CT		
317	241518002	CT of posterior fossa			CPOSFC	1	I	X	Y	N	CPOSFC	CT Posterior fossa with contrast	Posterior fossa CT with contrast		
318	241522007	Computed tomography of petrous bones (procedure)			CPTRS	1	A		Y	N		CT Petrous bones	Petrous bones CT		
319	241600009	Computed tomography pelvimetry (procedure)			CPVMY	1	A		Y	N		CT Pelvimetry	Pelvimetry CT		
320	77477000	Computerised tomography			CRRFBA	2	I	X	N	Y	CRRFBA	CT Guided RF ablation kidney Both	Kidney ablation CT guided Both		
321	77477000	Computerised tomography			CRRFLA	1	I	X	N	Y	CRRFLA	CT Guided RF ablation kidney Lt	Kidney ablation CT guided Lt		
322	77477000	Computerised tomography			CRRFRA	1	I	X	N	Y	CRRFRA	CT Guided RF ablation kidney Rt	Kidney ablation CT guided Rt		
323	241555002	CT of bladder			CRTBDR	1	I	X	N	Y	CRTBDR	CT Radiotherapy planning scan bladder	Bladder radiotherapy planning scan CT	Planning scan bladder	Radiotherapy planning bladder CT
324	169069000	CT of chest			CRTCHR	1	I	X	N	Y	CRTCHR	CT Radiotherapy planning scan thorax	Chest radiotherapy planning scan CT	Planning scan chest	Radiotherapy planning chest CT
325	241539009	CT of breast			CRTMAR	1	I	X	N	Y	CRTMAR	CT Radiotherapy planning scan breast	Breast radiotherapy planning scan CT	Planning scan breast	Radiotherapy planning breast CT
326	169068008	CT of neck			CRTNER	1	I	X	N	Y	CRTNER	CT Radiotherapy planning scan neck	Neck radiotherapy planning scan CT	Planning scan neck	Radiotherapy planning neck CT
327	241520004	CT of orbits			CRTOBR	1	I	X	N	Y	CRTOBR	CT Radiotherapy planning scan orbit Both	Orbit radiotherapy planning scan CT Both	Planning scan orbit Both	Radiotherapy planning CT orbit Both
328	169071000	CT of pelvis			CRTPER	1	I	X	N	Y	CRTPER	CT Radiotherapy planning scan pelvis	Pelvis radiotherapy planning scan CT	Planning scan pelvis	Radiotherapy planning pelvis CT
329	241557005	CT of prostate			CRTPOR	1	I	X	N	Y	CRTPOR	CT Radiotherapy planning scan prostate	Prostate radiotherapy planning scan CT	Planning scan prostate	Radiotherapy planning prostate CT
330	408754009	CT of head			CRTSKR	1	I	X	N	Y	CRTSKR	CT Radiotherapy planning scan head	Head radiotherapy planning scan CT	Planning scan head	Radiotherapy planning head CT
331	408754009	CT of head			CRTSMR	1	I	X	N	Y	CRTSMR	CT Radiotherapy planning scan SMART	SMART radiotherapy planning scan CT	Planning scan SMART	Radiotherapy planning SMART CT
332	241577003	CT of spine			CRTSPR	1	I	X	N	Y	CRTSPR	CT Radiotherapy planning scan spine	Spine radiotherapy planning scan CT	Planning scan spine	Radiotherapy planning spine CT
333	363680008	radiographic imaging procedure			CRTXPR		I	X	N	Y	CRTXPR	CT Radiotherapy planning scan	Radiotherapy planning CT		
334	77477000	Computerised tomography			CRTXPR	1	I	X	N	Y	CRTXPR	CT Radiotherapy planning scan	Radiotherapy planning CT	Planning scan radiotherapy	
335	241581003	Computed tomography of sacral spine (procedure)			CSACM	1	A		Y	N		CT Spine sacral	Sacral spine CT		
336	241581003	CT of sacral spine			CSACMC	1	I	X	Y	N	CSACMC	CT Spine sacral with contrast	Sacral spine CT with contrast		
337	241530008	Computed tomography parotid gland (procedure)			CSAPA	1	A		Y	N		CT Parotid	Parotid CT		
338	241530008	CT of parotid gland			CSAPAC	1	I	X	Y	N	CSAPAC	CT Parotids with contrast	Parotid CT with contrast		
339	241530008	CT of parotid gland			CSAPC		I	L	Y	N	CSAPAC	CT Parotids With Contrast			
340	241581003	CT of sacral spine			CSASC		I	L	Y	N	CSACMC	CT Spine Sacral With Contrast			
341	241531007	CT of submandibular gland			CSASM	1	I	X	Y	N	CSASM	CT Submandibular Areas	Submandibular CT		
342	241531007	CT of submandibular gland			CSASMC	1	I	X	Y	N	CSASMC	CT Submandibular areas with contrast	Submandibular CT with contrast		
343	183871000000101	CT leg length measurement			CSCAN		I	S	Y	N	CSCAN	CT Scanogram For Leg Length	Leg Length Scanogram CT		
344	419102009	CT leg length measurement			CSCAN	1	I	X	Y	N	CSCAN	CT Scanogram for leg length	Leg length scanogram CT		
345	77477000	Computerised tomography			CSCJB	1	I	X	Y	N	CSCJB	CT Sternoclavicular joint Both	Sternoclavicular joint CT Both		
346	77477000	Computerised tomography			CSCPB	1	I	X	Y	N	CSCPB	CT Scapula Both	Scapula CT Both		
347	77477000	Computerised tomography			CSCPL	1	I	X	Y	N	CSCPL	CT Scapula Lt	Scapula CT Lt		
348	77477000	Computerised tomography			CSCPR	1	I	X	Y	N	CSCPR	CT Scapula Rt	Scapula CT Rt		
349	241564007	CT of shoulder			CSHBC		I	L	Y	N	CSHRBC	CT Shoulders with contrast			
350	241564007	CT of shoulder			CSHOB		I	L	Y	N	CSHRB	CT Shoulders	Shoulder Both CT		
351	241564007	CT of shoulder			CSHOL		I	L	Y	N	CSHRL	CT Shoulder Lt 	Shoulder CT Lt		
352	241564007	CT of shoulder			CSHOR		I	L	Y	N	CSHRR	CT Shoulder Rt 	Shoulder CT Rt		
353	241564007	Computed tomography of shoulder (procedure)	51440002	Right and left (qualifier value)	CSHRB	2	I	X	Y	N	CSHRB	CT Shoulder Both	Shoulder Both CT		
